可信数据空间堡垒机单项服务统计,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.108,,2026-02-03 00:00:00,2026-04-22 00:00:00,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.109,,2026-02-03 00:00:00,2026-04-22 00:00:00,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.110,,2026-02-03 00:00:00,2026-04-22 00:00:00,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.111,,2026-02-03 00:00:00,2026-04-22 00:00:00,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.112,,2026-02-03 00:00:00,2026-04-22 00:00:00,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.113,,2026-02-03 00:00:00,2026-04-22 00:00:00,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
36,网络安全服务,云堡垒机（20资产）,1,套/日,25.62,173.100.102.114,,2026-02-03 00:00:00,2026-04-22 00:00:00,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,538.02,0,0,,
,,,,,,173.100.102.115,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.116,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.117,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.118,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.119,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.120,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.121,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.122,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.123,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.124,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.125,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.126,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.127,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.128,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.129,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.130,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.131,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.132,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.133,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
36,网络安全服务,云堡垒机（20资产）,1,套/日,25.62,173.100.102.84,,2026-02-03 00:00:00,,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,768.6,0,0,,
,,,,,,173.100.102.85,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.86,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.87,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.88,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.89,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.90,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.91,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.92,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.93,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.94,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.95,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.96,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.97,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.98,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.99,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.100,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.101,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.102,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,173.100.102.103,,,,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.104,,2026-02-03 00:00:00,,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.105,,2026-02-03 00:00:00,,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.106,,2026-02-03 00:00:00,,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.107,,2026-02-03 00:00:00,,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.45,,2026-02-03 00:00:00,,2026-05-04 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
36,网络安全服务,云堡垒机（20资产）,1,套/日,25.62,100.126.102.2,,2026-02-06 00:00:00,2026-04-22 00:00:00,2026-05-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,538.02,0,0,,
,,,,,,100.126.102.3,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.4,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.5,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.6,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.7,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.8,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.9,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.10,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.11,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.12,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.13,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.14,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.15,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.16,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.17,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.18,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.19,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.20,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,,,,100.126.102.21,,,2026-04-22 00:00:00,,2026-04-01 00:00:00,2026-04-30 00:00:00,,,,,,
,,,1,套/日,1.95,100.126.102.22,,2026-02-06 00:00:00,2026-04-22 00:00:00,2026-05-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.23,,2026-02-06 00:00:00,2026-04-22 00:00:00,2026-05-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.24,,2026-02-06 00:00:00,2026-04-22 00:00:00,2026-05-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.25,,2026-02-06 00:00:00,2026-04-22 00:00:00,2026-05-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.26,,2026-02-06 00:00:00,2026-04-22 00:00:00,2026-05-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,21,40.95,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.27,,2026-02-06 00:00:00,,2026-05-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.134,,2026-03-18 00:00:00,,2026-06-16 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.135,,2026-03-18 00:00:00,,2026-06-16 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.136,,2026-03-18 00:00:00,,2026-06-16 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.137,,2026-03-18 00:00:00,,2026-06-16 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.138,,2026-03-18 00:00:00,,2026-06-16 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,173.100.102.139,,2026-03-18 00:00:00,,2026-06-16 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
36,网络安全服务,云堡垒机（20资产）,1,套/日,25.62,100.126.102.28,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,768.6,0,0,,
,,,,,,100.126.102.29,,,,,,,,,,,,
,,,,,,100.126.102.30,,,,,,,,,,,,
,,,,,,100.126.102.31,,,,,,,,,,,,
,,,,,,100.126.102.32,,,,,,,,,,,,
,,,,,,100.126.102.33,,,,,,,,,,,,
,,,,,,100.126.102.34,,,,,,,,,,,,
,,,,,,100.126.102.35,,,,,,,,,,,,
,,,,,,100.126.102.36,,,,,,,,,,,,
,,,,,,100.126.102.37,,,,,,,,,,,,
,,,,,,100.126.102.38,,,,,,,,,,,,
,,,,,,100.126.102.39,,,,,,,,,,,,
,,,,,,100.126.102.40,,,,,,,,,,,,
,,,,,,100.126.102.41,,,,,,,,,,,,
,,,,,,100.126.102.42,,,,,,,,,,,,
,,,,,,100.126.102.43,,,,,,,,,,,,
,,,,,,100.126.102.44,,,,,,,,,,,,
,,,,,,100.126.102.45,,,,,,,,,,,,
,,,,,,100.126.102.46,,,,,,,,,,,,
,,,,,,100.126.102.47,,,,,,,,,,,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.48,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.49,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.50,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.51,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.52,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.53,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.54,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.55,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.56,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.57,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.58,,2026-03-30 00:00:00,,2026-06-28 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.74,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.75,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.76,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.77,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.78,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.79,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.80,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.81,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.82,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.83,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.84,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.85,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.86,,2026-04-01 00:00:00,,2026-06-30 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.87,,2026-04-08 00:00:00,,2026-07-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.88,,2026-04-08 00:00:00,,2026-07-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.89,,2026-04-08 00:00:00,,2026-07-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.90,,2026-04-08 00:00:00,,2026-07-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.91,,2026-04-08 00:00:00,,2026-07-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.92,,2026-04-08 00:00:00,,2026-07-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
35,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.93,,2026-04-14 00:00:00,,2026-07-13 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
,网络安全服务,云堡垒机（1资产）,1,套/日,1.95,100.126.102.94,,2026-04-14 00:00:00,,2026-07-13 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,58.5,0,0,,
合计数量,,,70,合计金额,,,,,,,,,,7701.39,,550.32,,
,,,,,,,,,,,,,,,,,,
,46113,开通用户数,61,,,,,,,,,,,,,,,
,,关闭用户数,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
可信数据空间VPN服务单项服务统计,,,,,,,,,,,,,,,,,,
服务目录编号,服务类型,服务名称,数量,单位,单价,备注,备注,开通时间,关停时间,计费开始时间,本期计费开始时间,本期计费截至日期,本月核算天数,本月核算金额,"截至2026年4月30日
应计费天数",合计费用,,
50,安全服务,VPN-10用户,2,套/日,22.77,,,2025-09-16 00:00:00,2026-04-14 00:00:00,2025-12-15 00:00:00,2026-04-01 00:00:00,2026-04-13 00:00:00,13,592.02,13,592.02,,
合计数量,,,2,合计金额,,,,,,,,,,592.02,,592.02,,
,,,,,,,,,,,,,,,,,,
可信数据空间-操作系统单项服务统计,,,,,,,,,,,,,,,,,,
服务目录编号,服务类型,服务名称,数量,单位,单价,内部IP,备注,开通时间,关停时间,计费开始时间,本期计费开始时间,本期计费截至日期,本月核算天数,本月核算金额,"截至2026年4月30日
应计费天数",合计费用,备注,
26,操作系统服务,银河麒麟高级服务器操作系统,1,套/日,5.53,173.100.102.82,,2025-09-16 00:00:00,,2025-12-15 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,165.9,30,165.9,,
26,操作系统服务,银河麒麟高级服务器操作系统,1,套/日,5.53,173.100.102.81,,2025-09-16 00:00:00,,2025-12-15 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,165.9,30,165.9,,
26,操作系统服务,银河麒麟高级服务器操作系统,1,套/日,5.53,173.100.102.80,,2025-09-16 00:00:00,,2025-12-15 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,165.9,30,165.9,,
26,操作系统服务,银河麒麟高级服务器操作系统,1,套/日,5.53,173.100.102.79,,2025-09-16 00:00:00,,2025-12-15 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,165.9,30,165.9,,
26,操作系统服务,银河麒麟高级服务器操作系统,1,套/日,5.53,173.100.102.12,,2025-09-16 00:00:00,,2025-12-15 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,30,165.9,30,165.9,,
